,sentence,aspect,ground_truth,predict_label,result
321,It's great for aspect_term and other aspect_term.,entertainment uses,positive,positive,True
322,I like the aspect_term and its aspect_term but there are somethings I think needs to be improved.,design,positive,positive,True
323,I like the aspect_term and its aspect_term but there are somethings I think needs to be improved.,features,positive,positive,True
324,There were small problems with aspect_term.,Mac office,negative,negative,True
325,I understand I should call aspect_term about any variables(which is my purpose of writing this con) as variables could be a bigger future problem.,Apple Tech Support,neutral,negative,False
326,"I ordered my 2012 mac mini after being disappointed with aspect_term of the new 27"" Imacs.",spec,negative,positive,False
327,"It still aspect_term and it's extremely user friendly, so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things",works,positive,positive,True
328,"Its fast, easy to aspect_term and it aspect_term great.",use,positive,positive,True
329,"Its fast, easy to aspect_term and it aspect_term great.",looks,positive,positive,True
330,(but aspect_term can be purchased) IF I ever need a laptop again I am for sure purchasing another Toshiba!!,Office,neutral,negative,False
331,I haven't tried the one with aspect_term... Maybe in the future.,retina display,neutral,negative,False
332,"aspect_term is much much better on the Pro, especially if you install an aspect_term on it.",Performance,positive,positive,True
333,"aspect_term is much much better on the Pro, especially if you install an aspect_term on it.",SSD,positive,neutral,False
334,"Note, however, that any existing aspect_term you have will not work with the aspect_term.",MagSafe accessories,neutral,negative,False
335,"Note, however, that any existing aspect_term you have will not work with the aspect_term.",MagSafe 2 connection,negative,neutral,False
336,"The only thing I dislike is the aspect_term, alot of the times its unresponsive and does things I dont want it too, I would recommend using a aspect_term with it.",touchpad,negative,negative,True
337,"The only thing I dislike is the aspect_term, alot of the times its unresponsive and does things I dont want it too, I would recommend using a aspect_term with it.",mouse,neutral,negative,False
338,"The Mac mini is about 8x smaller than my old computer which is a huge bonus and aspect_term very quiet, actually the aspect_term aren't audible unlike my old pc",runs,positive,positive,True
339,"The Mac mini is about 8x smaller than my old computer which is a huge bonus and aspect_term very quiet, actually the aspect_term aren't audible unlike my old pc",fans,positive,positive,True
340,MAYBE The aspect_term improvement were not The product they Want to offer.,Mac OS,negative,negative,True
341,I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new aspect_term.,Mac ecosystem,neutral,neutral,True
342,It's absolutely wonderful and worth the aspect_term!,price,positive,positive,True
343,I am please with the products ease of aspect_term; out of the box ready; aspect_term and aspect_term.,use,positive,positive,True
344,I am please with the products ease of aspect_term; out of the box ready; aspect_term and aspect_term.,appearance,positive,neutral,False
345,I am please with the products ease of aspect_term; out of the box ready; aspect_term and aspect_term.,functionality,positive,neutral,False
346,Perfect for all my aspect_term classes I'm taking this year in college :-),graphic design,positive,positive,True
347,I will not be using that aspect_term again.,slot,negative,neutral,False
348,"The aspect_term is fast and fluid, everything is organized and it's just beautiful.",OS,positive,positive,True
349,They are simpler to aspect_term.,use,positive,positive,True
350,!so nice .. stable .. fast .. now i got my aspect_term !,SSD,positive,positive,True
351,"Also, in using the aspect_term, my aspect_term for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga.",built-in camera,neutral,neutral,True
352,"Also, in using the aspect_term, my aspect_term for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga.",voice recording,negative,neutral,False
353,I love the quick aspect_term.,start up,positive,positive,True
354,You just cannot beat the aspect_term of an Apple device.,functionality,positive,positive,True
355,Yet my mac continues to aspect_term properly.,function,positive,positive,True
356,aspect_term are much improved.,Graphics,positive,positive,True
357,"Here are the things that made me confident with my purchase:aspect_term - Seriously, you can't beat a aspect_term.",Build Quality,positive,positive,True
358,"Here are the things that made me confident with my purchase:aspect_term - Seriously, you can't beat a aspect_term.",unibody construction,positive,positive,True
359,It provides much more aspect_term.,flexibility for connectivity,positive,positive,True
360,"I want the aspect_term of a tablet, without the limitations of a tablet and that's where this laptop comes into play.",portability,positive,positive,True
361,aspect_term do help.,Mac tutorials,positive,negative,False
362,The aspect_term was not helpful as well.,technical support,negative,positive,False
363,I got the new aspect_term and there was no change.,adapter,neutral,positive,False
364,so i called aspect_term.,technical support,neutral,neutral,True
365,Came with aspect_term and aspect_term already loaded.,iPhoto,neutral,neutral,True
366,Came with aspect_term and aspect_term already loaded.,garage band,neutral,neutral,True
367,"aspect_term utterly fried, cried, and laid down and died.",Logic board,positive,negative,False
368,The aspect_term was crappy even when you turn up the aspect_term still the same results.,sound,negative,negative,True
369,The aspect_term was crappy even when you turn up the aspect_term still the same results.,volume,negative,negative,True
370,aspect_term is a great performer..extremely fast and reliable.,OSX Lion,positive,positive,True
371,"Having heard from friends and family about how reliable a Mac product is, I never expected to have an aspect_term crash within the first month, but I did.",application,negative,negative,True
372,The Macbook pro's aspect_term is wonderful.,physical form,positive,positive,True
373,The Mini's aspect_term hasn't changed since late 2010- and for a good reason.,body,positive,positive,True
374,The aspect_term really does feel lot more solid than Apple's previous laptops.,unibody construction,positive,positive,True
375,aspect_term slows it down considerably.,3D rendering,negative,positive,False
376,Got this Mac Mini with aspect_term for my wife.,OS X Mountain Lion,neutral,positive,False
377,"fast, great aspect_term, beautiful aspect_term for a laptop; aspect_term at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon - aspect_term me 998 plus tax- 1070- OTD!",screen,positive,positive,True
378,"fast, great aspect_term, beautiful aspect_term for a laptop; aspect_term at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon - aspect_term me 998 plus tax- 1070- OTD!",apps,positive,positive,True
379,"fast, great aspect_term, beautiful aspect_term for a laptop; aspect_term at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon - aspect_term me 998 plus tax- 1070- OTD!",priced,neutral,positive,False
380,"fast, great aspect_term, beautiful aspect_term for a laptop; aspect_term at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon - aspect_term me 998 plus tax- 1070- OTD!",cost,neutral,positive,False
381,12.44 seconds to aspect_term.,boot,neutral,neutral,True
382,All the aspect_term are much needed since this is my main computer.,ports,neutral,positive,False
383,"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a aspect_term (similar to the $799 Mini), with aspect_term (this mini is aspect_term), and it even comes with aspect_term, all put together in neat and nice aspect_term.",Quad-Core 2.5 GHz CPU,neutral,neutral,True
384,"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a aspect_term (similar to the $799 Mini), with aspect_term (this mini is aspect_term), and it even comes with aspect_term, all put together in neat and nice aspect_term.",Radeon HD 6750M 512MB graphic card,neutral,neutral,True
385,"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a aspect_term (similar to the $799 Mini), with aspect_term (this mini is aspect_term), and it even comes with aspect_term, all put together in neat and nice aspect_term.",integrated Intel 4000 card,neutral,positive,False
386,"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a aspect_term (similar to the $799 Mini), with aspect_term (this mini is aspect_term), and it even comes with aspect_term, all put together in neat and nice aspect_term.",wireless Apple Keyboard and Mouse,neutral,positive,False
387,"The Like New condition of the iMac MC309LL/A on Amazon is at $900+ level only, and it is a aspect_term (similar to the $799 Mini), with aspect_term (this mini is aspect_term), and it even comes with aspect_term, all put together in neat and nice aspect_term.",package,positive,positive,True
388,Put a aspect_term on it and is a little better but that is my only complaint.,cover,neutral,neutral,True
389,Within a few hours I was using the aspect_term unconsciously.,gestures,positive,neutral,False
390,This mac does come with an aspect_term and I'm using mine right now hoping the aspect_term will stay nice for the many years I plan on using this mac.,extender cable,neutral,neutral,True
391,This mac does come with an aspect_term and I'm using mine right now hoping the aspect_term will stay nice for the many years I plan on using this mac.,cable,positive,positive,True
392,The aspect_term really out does itself.,2.9ghz dual-core i7 chip,positive,positive,True
393,It is pretty snappy and aspect_term in about 30 seconds which is good enough for me.,starts up,positive,positive,True
394,Not sure on aspect_term.,Windows 8,neutral,negative,False
395,My one complaint is that there was no aspect_term.,internal CD drive,negative,negative,True
396,This newer netbook has no aspect_term or aspect_term.,hard drive,neutral,neutral,True
397,This newer netbook has no aspect_term or aspect_term.,network lights,neutral,neutral,True
398,"I was having a though time deciding between the 13"" MacBook Air or the MacBook Pro 13"" (Both baseline models, aspect_term at 1,200 $ retail)",priced,neutral,negative,False
399,Not too expense and has enough aspect_term for most users and many aspect_term.,storage,positive,positive,True
400,Not too expense and has enough aspect_term for most users and many aspect_term.,ports,positive,neutral,False
401,The aspect_term is quite low and virtually unusable in a room with any background activity.,audio volume,negative,positive,False
402,It is lightweight and the perfect aspect_term to carry to class.,size,positive,positive,True
403,I was given a demonstration of aspect_term.,Windows 8,neutral,neutral,True
404,The MBP is beautiful has many wonderful aspect_term.,capabilities,positive,positive,True
405,"I thought that it will be fine, if i do some aspect_term.",settings,neutral,neutral,True
406,aspect_term very smoothly.,Runs,positive,positive,True
407,aspect_term slowed significantly after all aspect_term were installed.,Boot-up,negative,negative,True
408,aspect_term slowed significantly after all aspect_term were installed.,Windows updates,negative,negative,True
409,More likely it will require replacing the aspect_term once they admit they have a problem and come up with a solution.,logic board,negative,negative,True
410,"It was important that it was powerful enough to do all of the tasks he needed on the aspect_term, aspect_term, aspect_term and aspect_term.",internet,positive,positive,True
411,"It was important that it was powerful enough to do all of the tasks he needed on the aspect_term, aspect_term, aspect_term and aspect_term.",word processing,positive,positive,True
412,"It was important that it was powerful enough to do all of the tasks he needed on the aspect_term, aspect_term, aspect_term and aspect_term.",graphic design,positive,positive,True
413,"It was important that it was powerful enough to do all of the tasks he needed on the aspect_term, aspect_term, aspect_term and aspect_term.",gaming,positive,neutral,False
414,"I like the Mini Mac it was easy to aspect_term and aspect_term, but I am learning as I go and could use a aspect_term to learn how to use some of the aspect_term I was use to on the PC especially the aspect_term.",setup,positive,positive,True
415,"I like the Mini Mac it was easy to aspect_term and aspect_term, but I am learning as I go and could use a aspect_term to learn how to use some of the aspect_term I was use to on the PC especially the aspect_term.",install,positive,neutral,False
416,"I like the Mini Mac it was easy to aspect_term and aspect_term, but I am learning as I go and could use a aspect_term to learn how to use some of the aspect_term I was use to on the PC especially the aspect_term.",tutorial,neutral,neutral,True
417,"I like the Mini Mac it was easy to aspect_term and aspect_term, but I am learning as I go and could use a aspect_term to learn how to use some of the aspect_term I was use to on the PC especially the aspect_term.",features,neutral,neutral,True
418,"I like the Mini Mac it was easy to aspect_term and aspect_term, but I am learning as I go and could use a aspect_term to learn how to use some of the aspect_term I was use to on the PC especially the aspect_term.",right mouse click menu,neutral,positive,False
419,aspect_term real quick.,Runs,positive,positive,True
420,Buy the separate aspect_term and you will have a rocket!,RAM memory,positive,neutral,False
421,"Since the machine's slim aspect_term is critical to me, that was a problem.",profile,negative,negative,True
422,"aspect_term, aspect_term and multiple aspect_term to connect scale and printers was all that was required.",WiFi capability,positive,positive,True
423,"aspect_term, aspect_term and multiple aspect_term to connect scale and printers was all that was required.",disk drive,positive,positive,True
424,"aspect_term, aspect_term and multiple aspect_term to connect scale and printers was all that was required.",USB ports,positive,positive,True
425,"The aspect_term is slightly recessed and upside down (the aspect_term cannot be accessed), if this was a self ejecting aspect_term this would not be an issue, but its not.",SD card reader,negative,negative,True
426,"The aspect_term is slightly recessed and upside down (the aspect_term cannot be accessed), if this was a self ejecting aspect_term this would not be an issue, but its not.",nail slot on the card,negative,negative,True
427,"The aspect_term is slightly recessed and upside down (the aspect_term cannot be accessed), if this was a self ejecting aspect_term this would not be an issue, but its not.",slot,negative,negative,True
428,"Soft aspect_term, aspect_term with laser cut precision and no flaws.",touch,positive,positive,True
429,"Soft aspect_term, aspect_term with laser cut precision and no flaws.",anodized aluminum,positive,positive,True
430,"Simple details, crafted aspect_term and real aspect_term make this laptop blow away the other plastic ridden, bulky sticker filled laptops.",aluminium,positive,positive,True
431,"Simple details, crafted aspect_term and real aspect_term make this laptop blow away the other plastic ridden, bulky sticker filled laptops.",glass,positive,positive,True
432,First of all yes this is a mac and it has that nice brushed aspect_term .,aluminum,positive,positive,True
433,"After all was said and done, I essentially used that $450 savings to buy aspect_term, TWO aspect_term and an aspect_term to install the second aspect_term.",16GB of RAM,neutral,neutral,True
434,"After all was said and done, I essentially used that $450 savings to buy aspect_term, TWO aspect_term and an aspect_term to install the second aspect_term.",Seagate Momentus XT hybrid drives,neutral,neutral,True
435,"After all was said and done, I essentially used that $450 savings to buy aspect_term, TWO aspect_term and an aspect_term to install the second aspect_term.",OWC upgrade kit,neutral,neutral,True
436,"After all was said and done, I essentially used that $450 savings to buy aspect_term, TWO aspect_term and an aspect_term to install the second aspect_term.",hard drive,neutral,neutral,True
437,"The Dell Inspiron is fast and has a aspect_term, which I miss on my Apple laptops.",number pad on the keyboard,positive,positive,True
438,I was concerned that the downgrade to the aspect_term would make it unacceptably slow but I need not have worried - this machine is the fastest I have ever owned...,regular hard drive,positive,negative,False
439,This one still has the aspect_term.,CD slot,neutral,neutral,True
440,No aspect_term.,HDMI port,neutral,negative,False
441,I had to aspect_term and it took a good two hours.,install Mountain Lion,negative,negative,True
442,aspect_term on mac is impossible.,Customization,negative,negative,True
443,I am replacing the aspect_term with a aspect_term soon.,HD,neutral,neutral,True
444,I am replacing the aspect_term with a aspect_term soon.,Micron SSD,neutral,neutral,True
445,Plus aspect_term as a replacement for the aspect_term is surprisingly intuitive.,two finger clicking,positive,positive,True
446,Plus aspect_term as a replacement for the aspect_term is surprisingly intuitive.,right click button,neutral,neutral,True
447,The aspect_term is quiet.,SuperDrive,positive,positive,True
448,The aspect_term has to be connected to the aspect_term to charge the aspect_term but won't stay connected.,power plug,negative,negative,True
449,The aspect_term has to be connected to the aspect_term to charge the aspect_term but won't stay connected.,power adaptor,neutral,neutral,True
450,The aspect_term has to be connected to the aspect_term to charge the aspect_term but won't stay connected.,battery,neutral,neutral,True
451,"The aspect_term was completely dead, in fact it had grown about a quarter inch thick lump on the underside.",battery,negative,negative,True
452,if yo like aspect_term this is the laptop for you.,practicality,positive,positive,True
453,The aspect_term is great.,OS,positive,positive,True
454,I tried several aspect_term and several aspect_term and this was the case each time.,monitors,neutral,neutral,True
455,I tried several aspect_term and several aspect_term and this was the case each time.,HDMI cables,neutral,neutral,True
456,"CONS: aspect_term is a bit ridiculous, kinda heavy.",Price,negative,negative,True
457,The troubleshooting said it was the aspect_term so we ordered a new one.,AC adaptor,neutral,neutral,True
458,aspect_term only comes on when you are aspect_term.,Fan,neutral,neutral,True
459,aspect_term only comes on when you are aspect_term.,playing a game,neutral,neutral,True
460,"Which it did not have, only 3 aspect_term.",USB 2 ports,neutral,neutral,True
461,No aspect_term was not included but that may be my fault.,startup disk,neutral,negative,False
462,There is no aspect_term.,"""tools"" menu",neutral,negative,False
463,It is very fast and has everything that I need except for a aspect_term.,word program,negative,positive,False
464,Needs a aspect_term and a bigger aspect_term.,CD/DVD drive,neutral,positive,False
465,Needs a aspect_term and a bigger aspect_term.,power switch,negative,positive,False
466,My laptop with aspect_term crashed and I did not want aspect_term.,Windows 7,negative,negative,True
467,My laptop with aspect_term crashed and I did not want aspect_term.,Windows 8,negative,negative,True
468,Easy to aspect_term also small to leave anywhere at your bedroom also very easy to aspect_term.,install,positive,positive,True
469,Easy to aspect_term also small to leave anywhere at your bedroom also very easy to aspect_term.,configure for ADSl cable or wifi,positive,positive,True
470,Nice aspect_term.,packing,positive,positive,True
471,"I switched to this because I wanted something different, even though I miss aspect_term.",windows,positive,positive,True
472,"Apple no longer includes aspect_term with the computer and furthermore, Apple doesn't even offer it anymore!",iDVD,negative,negative,True
473,"I also wanted aspect_term, which this one has.",Windows 7,positive,positive,True
474,"At first, I feel a little bit uncomfortable in using the aspect_term.",Mac system,negative,positive,False
475,I am used to computers with aspect_term so I am having a little difficulty finding my way around.,windows,neutral,neutral,True
476,It just aspect_term out of the box and you have a lot of cool aspect_term included with the aspect_term.,works,positive,positive,True
477,It just aspect_term out of the box and you have a lot of cool aspect_term included with the aspect_term.,software,positive,positive,True
478,It just aspect_term out of the box and you have a lot of cool aspect_term included with the aspect_term.,OS,neutral,positive,False
479,its as advertised on here..... it aspect_term great and is not a waste of money!,works,positive,positive,True
480,aspect_term like a champ.....,Runs,positive,negative,False
481,Premium aspect_term for the aspect_term more than anything else.,price,positive,positive,True
482,Premium aspect_term for the aspect_term more than anything else.,OS,neutral,positive,False
483,"I was a little concerned about the aspect_term based on reviews, but I've found it fine to work with.",touch pad,positive,negative,False
484,"The sound as mentioned earlier isn't the best, but it can be solved with aspect_term.",headphones,neutral,neutral,True
485,"However, the experience was great since the aspect_term does not become unstable and the aspect_term will simply shutdown and reopen.",OS,positive,negative,False
486,"However, the experience was great since the aspect_term does not become unstable and the aspect_term will simply shutdown and reopen.",application,positive,negative,False
487,"If you ask me, for this aspect_term it should be included.",price,negative,negative,True
488,The aspect_term is not as shown in the product photos.,battery,negative,negative,True
489,aspect_term was quick and product described was the product sent and so much more...,Shipping,positive,positive,True
490,the aspect_term make pictures i took years ago jaw dropping.,retina display display,positive,negative,False
491,The Mac Mini is probably the simplest example of aspect_term out there.,compact computing,positive,positive,True
492,"Instead, I'll focus more on the actual aspect_term itself so you can make an educated decision on which Mac to buy.",performance and feature set of the hardware,neutral,negative,False
493,"Other aspect_term include aspect_term, aspect_term, aspect_term, aspect_term.",ports,neutral,neutral,True
494,"Other aspect_term include aspect_term, aspect_term, aspect_term, aspect_term.",FireWire 800,neutral,neutral,True
495,"Other aspect_term include aspect_term, aspect_term, aspect_term, aspect_term.",Gigabit Ethernet,neutral,neutral,True
496,"Other aspect_term include aspect_term, aspect_term, aspect_term, aspect_term.",MagSafe port,neutral,neutral,True
497,"Other aspect_term include aspect_term, aspect_term, aspect_term, aspect_term.",Microphone jack,neutral,neutral,True
498,"Additionally, there is barely a aspect_term in the computer, and even the simple activity of aspect_term let alone aspect_term causes the laptop to get very very hot, and in fact impossible to keep on lap.",ventilation system,negative,positive,False
499,"Additionally, there is barely a aspect_term in the computer, and even the simple activity of aspect_term let alone aspect_term causes the laptop to get very very hot, and in fact impossible to keep on lap.",watching videos,neutral,positive,False
500,"Additionally, there is barely a aspect_term in the computer, and even the simple activity of aspect_term let alone aspect_term causes the laptop to get very very hot, and in fact impossible to keep on lap.",playing steam games,neutral,negative,False
501,"Chatting with aspect_term, I was advised the problem was corrupted aspect_term.",Acer support,neutral,negative,False
502,"Chatting with aspect_term, I was advised the problem was corrupted aspect_term.",operating system files,neutral,negative,False
503,It's been a couple weeks since the purchase and I'm struggle with finding the correct aspect_term (but that was expected).,keys,neutral,negative,False
504,"Many people complain about the new aspect_term, and it's urgent for Apple to fix it asap!",OS,negative,negative,True
505,Now that I have upgraded to aspect_term I am much happier about aspect_term and have just bought an iMac for office.,Lion,positive,positive,True
506,Now that I have upgraded to aspect_term I am much happier about aspect_term and have just bought an iMac for office.,MAC OS,positive,positive,True
507,User upgradeable aspect_term and aspect_term.,RAM,positive,positive,True
508,User upgradeable aspect_term and aspect_term.,HDD,positive,positive,True
509,But I wanted the Pro for the aspect_term.,CD/DVD player,positive,positive,True
510,I was a little worry at first because I don't have a lot of experience with aspect_term and aspect_term has always been second nature to me after many years of using aspect_term.,os.x,neutral,neutral,True
511,I was a little worry at first because I don't have a lot of experience with aspect_term and aspect_term has always been second nature to me after many years of using aspect_term.,windows,positive,positive,True
512,I was a little worry at first because I don't have a lot of experience with aspect_term and aspect_term has always been second nature to me after many years of using aspect_term.,windows,neutral,neutral,True
513,With the aspect_term supporting the use of other aspect_term makes it much better.,softwares,neutral,neutral,True
514,With the aspect_term supporting the use of other aspect_term makes it much better.,OS,neutral,positive,False
515,I then upgraded to aspect_term.,"Mac OS X 10.8 ""Mountain Lion""",neutral,neutral,True
516,"I was considering buying the Air, but in reality, this one has a more powerful aspect_term and seems much more convenient, even though it's about .20 inch thicker and 2 lbs heavier.",performance,positive,positive,True
517,"At home and the office it gets plugged into an aspect_term, so aspect_term is not terribly important.","external 24"" LCD screen",neutral,neutral,True
518,"At home and the office it gets plugged into an aspect_term, so aspect_term is not terribly important.",built in screen size,neutral,negative,False
519,Just beware no aspect_term so when I went to aspect_term I had on CD I couldn't.,DVD slot,neutral,negative,False
520,Just beware no aspect_term so when I went to aspect_term I had on CD I couldn't.,install software,negative,negative,True
521,"I bought it to be able to dedicate a small, portable laptop to my writing and was surprised to learn that I needed to buy a aspect_term to do so.",word processing program,neutral,neutral,True
522,"This version of MacBook Pro runs on a aspect_term, not the latest aspect_term the 2013 version has.","third-generation CPU (""Ivy Bridge"")",neutral,neutral,True
523,"This version of MacBook Pro runs on a aspect_term, not the latest aspect_term the 2013 version has.",fourth-generation Haswell CPU,neutral,neutral,True
524,No aspect_term in the new version there's no way I'm spending that kind of money on something has less aspect_term than the older version.,Cd Rom,neutral,negative,False
525,No aspect_term in the new version there's no way I'm spending that kind of money on something has less aspect_term than the older version.,features,negative,negative,True
526,the aspect_term is really low to low for a laptopwas not expectin t aspect_term to be so lowan i hate that about this computer,volume,negative,positive,False
527,the aspect_term is really low to low for a laptopwas not expectin t aspect_term to be so lowan i hate that about this computer,volume,negative,negative,True
528,and its not hard to accidentally bang it against something so i recommend getting a aspect_term to protect it.,case,neutral,neutral,True
529,I got this at an amazing aspect_term from Amazon and it arrived just in time.,price,positive,positive,True
530,"Every time I aspect_term after a few hours, there is this endlessly frustrating process that I have to go through.",log into the system,negative,neutral,False
531,"Put a aspect_term and use a aspect_term, this aspect_term is silky smooth!",SSD,neutral,positive,False
532,"Put a aspect_term and use a aspect_term, this aspect_term is silky smooth!","21"" LED screen",neutral,neutral,True
533,"Put a aspect_term and use a aspect_term, this aspect_term is silky smooth!",set up,positive,positive,True
534,"The aspect_term is now slightly larger than the previous generation, but the lack of an aspect_term justifies the small increase in size.",case,negative,negative,True
535,"The aspect_term is now slightly larger than the previous generation, but the lack of an aspect_term justifies the small increase in size.",external power supply,neutral,negative,False
536,"I had to buy a aspect_term to go with it, as I am old school and hate the aspect_term, but knew that before I bought it, now it aspect_term great, need to get adjusted to the aspect_term, as I am used to a bigger one and pounding.",wireless mouse,neutral,neutral,True
537,"I had to buy a aspect_term to go with it, as I am old school and hate the aspect_term, but knew that before I bought it, now it aspect_term great, need to get adjusted to the aspect_term, as I am used to a bigger one and pounding.",pad,negative,negative,True
538,"I had to buy a aspect_term to go with it, as I am old school and hate the aspect_term, but knew that before I bought it, now it aspect_term great, need to get adjusted to the aspect_term, as I am used to a bigger one and pounding.",works,positive,positive,True
539,"I had to buy a aspect_term to go with it, as I am old school and hate the aspect_term, but knew that before I bought it, now it aspect_term great, need to get adjusted to the aspect_term, as I am used to a bigger one and pounding.",key board,neutral,neutral,True
540,"When considering a Mac, look at the total aspect_term and not just the initial aspect_term.",cost of ownership,neutral,neutral,True
541,"When considering a Mac, look at the total aspect_term and not just the initial aspect_term.",price tag,neutral,neutral,True
542,"Has all the other aspect_term I wanted including a aspect_term, aspect_term, aspect_term and 3 aspect_term.",features,positive,positive,True
543,"Has all the other aspect_term I wanted including a aspect_term, aspect_term, aspect_term and 3 aspect_term.",VGA port,neutral,neutral,True
544,"Has all the other aspect_term I wanted including a aspect_term, aspect_term, aspect_term and 3 aspect_term.",HDMI,neutral,neutral,True
545,"Has all the other aspect_term I wanted including a aspect_term, aspect_term, aspect_term and 3 aspect_term.",ethernet,neutral,neutral,True
546,"Has all the other aspect_term I wanted including a aspect_term, aspect_term, aspect_term and 3 aspect_term.",USB ports,neutral,neutral,True
547,The only thing I dislike about this laptop are the aspect_term found on the bottom of the computer for grip.,rubber pads,negative,negative,True
548,It's a decent computer for the aspect_term and hopefully it will last a long time.,price,neutral,positive,False
549,The nicest  part is the low aspect_term and ultra quiet aspect_term.,heat output,positive,positive,True
550,The nicest  part is the low aspect_term and ultra quiet aspect_term.,operation,positive,positive,True
551,I will aspect_term myself (because with this model you can you can do it) later on.,upgrade the ram,positive,neutral,False
552,The aspect_term is 200 dollars down.,price,positive,positive,True
553,"this Mac Mini does not have a aspect_term, and it would seem that its aspect_term does not handle aspect_term properly.",built-in mic,neutral,negative,False
554,"this Mac Mini does not have a aspect_term, and it would seem that its aspect_term does not handle aspect_term properly.",Mac OS 10.9,negative,negative,True
555,"this Mac Mini does not have a aspect_term, and it would seem that its aspect_term does not handle aspect_term properly.",external microphones,neutral,negative,False
556,A lot of aspect_term and aspect_term on the MBP that I was never exposed to on a normal PC.,features,neutral,positive,False
557,A lot of aspect_term and aspect_term on the MBP that I was never exposed to on a normal PC.,shortcuts,neutral,positive,False
558,Wasn't sure if I was going to like it much less love it so I went to a local best buy and played around with the aspect_term on a Mac Pro and it was totally unique and different.,IOS system,positive,positive,True
559,air has higher aspect_term but the aspect_term are small.,resolution,positive,negative,False
560,air has higher aspect_term but the aspect_term are small.,fonts,negative,negative,True
561,"aspect_term with Mac is so much easier, so many cool aspect_term.",working,positive,positive,True
562,"aspect_term with Mac is so much easier, so many cool aspect_term.",features,positive,positive,True
563,I like the aspect_term and aspect_term.,brightness,positive,positive,True
564,I like the aspect_term and aspect_term.,adjustments,positive,positive,True
565,I only wish this mac had a aspect_term built in.,CD/DVD player,neutral,neutral,True
566,The only thing I miss is that my old Alienware laptop had aspect_term.,backlit keys,negative,neutral,False
567,The only thing I miss are the aspect_term and other things that I grew accustomed to after so long.,"""Home/End"" type keys",neutral,positive,False
568,"So happy with this purchase, I just wish it came with aspect_term.",Microsoft Word,neutral,neutral,True
569,It has enough aspect_term and aspect_term to run my business with all the aspect_term that comes with a laptop.,memory,positive,positive,True
570,It has enough aspect_term and aspect_term to run my business with all the aspect_term that comes with a laptop.,speed,positive,positive,True
571,It has enough aspect_term and aspect_term to run my business with all the aspect_term that comes with a laptop.,flexibility,positive,positive,True
572,"The aspect_term, the aspect_term, the aspect_term.. it is lightyears ahead of any PC I have ever owned.",speed,positive,negative,False
573,"The aspect_term, the aspect_term, the aspect_term.. it is lightyears ahead of any PC I have ever owned.",simplicity,positive,negative,False
574,"The aspect_term, the aspect_term, the aspect_term.. it is lightyears ahead of any PC I have ever owned.",design,positive,negative,False
575,"The aspect_term is excellent, the aspect_term is excellent, and aspect_term is a  breeze.",battery life,positive,positive,True
576,"The aspect_term is excellent, the aspect_term is excellent, and aspect_term is a  breeze.",display,positive,positive,True
577,"The aspect_term is excellent, the aspect_term is excellent, and aspect_term is a  breeze.",downloading apps,positive,positive,True
578,"The aspect_term, the aspect_term and the smoothness of the aspect_term.",screen,positive,positive,True
579,"The aspect_term, the aspect_term and the smoothness of the aspect_term.",software,positive,positive,True
580,"The aspect_term, the aspect_term and the smoothness of the aspect_term.",operating system,positive,positive,True
581,i have dropped mine a couple times with only a aspect_term covering it.,slim plastic case,neutral,neutral,True
582,I also made a aspect_term.,recovery USB stick,neutral,neutral,True
583,"But with this laptop, the aspect_term is very weak and the aspect_term comes out sounding tinny.",bass,negative,negative,True
584,"But with this laptop, the aspect_term is very weak and the aspect_term comes out sounding tinny.",sound,negative,negative,True
585,"The aspect_term is really good, I was so Happy and excited about this Product.",built quality,positive,positive,True
586,I am loving the fast aspect_term also.,performance,positive,positive,True
587,"Further, this Mac Mini has a sloppy aspect_term (courtesy of the aspect_term) and the aspect_term is poor.",Bluetooth interface,negative,negative,True
588,"Further, this Mac Mini has a sloppy aspect_term (courtesy of the aspect_term) and the aspect_term is poor.",Mac OS,negative,negative,True
589,"Further, this Mac Mini has a sloppy aspect_term (courtesy of the aspect_term) and the aspect_term is poor.",range,negative,negative,True
590,If you start on the far right side and scroll to your left the aspect_term will automatically come up.,start menu,neutral,neutral,True
591,My only gripe would be the need to add more aspect_term.,RAM,negative,negative,True
592,Fine if you have a aspect_term.,touch screen,neutral,neutral,True
593,"As far as user type - I dabble in everything from aspect_term (WoW) to aspect_term, but nothing professionally.",games,neutral,neutral,True
594,"As far as user type - I dabble in everything from aspect_term (WoW) to aspect_term, but nothing professionally.",Photoshop,neutral,neutral,True
